Tunisia,27,31.9,37,41.9,46.1,47.3,46.6,48.3,49.9,49.9
Turkey,26.5,32.5,36,40.2,54.5,58.4,60,61.5,64.8,64.8
Turkmenistan,,93.6,,,,,,,,
Uganda,16,16.9,16.5,20.1,33.5,32.6,31.7,31.9,32.1,32.1
Ukraine,83.9,89,91.4,94.7,95.9,95.9,95.9,96,96,96
UnitedArabEmirates,42.2,53,61.1,60.1,61.2,62.1,62.9,63.7,64.5,64.5
UnitedKingdom,53.6,58.7,62.9,83.4,99.9,99.9,84.9,84.5,84.6,84.6
UnitedStates,83.4,95.6,94.4,93.5,94.6,94.8,94.8,95,95.1,95.1
Uruguay,34.9,39.6,50.5,49.8,48.2,49,50.3,50.6,51.6,51.6
Uzbekistan,,,,,,,,99.9,99.9,99.9
Venezuela(BolivarianRepublicof),25.2,29.2,34,41.5,55.4,60.1,61.7,63.3,65,65
VietNam,16.5,25.9,38.4,56.6,74.7,75.2,75.7,76.2,76.7,76.7
Yemen,2,6.9,12.9,18.4,26.7,28.3,29.9,31.5,33.2,33.2
Zambia,32,34.1,37,42.4,44,45.2,46.4,47.6,48.9,48.9
Zimbabwe,33.7,45.8,55.4,57.8,61.5,62.2,63,63.8,64.7,64.7
